90,15,Prof-school
90,14,Masters
90,14,Masters
90,14,Masters
90,14,Masters
90,13,Bachelors
90,13,Bachelors
90,13,Bachelors
90,13,Bachelors
90,13,Bachelors
90,13,Bachelors
90,13,Bachelors
90,13,Bachelors
90,13,Bachelors
90,12,Assoc-acdm
90,10,Some-college
90,10,Some-college
90,10,Some-college
90,10,Some-college
90,10,Some-college
90,10,Some-college
90,9,HS-grad
90,9,HS-grad
90,9,HS-grad
90,9,HS-grad
90,9,HS-grad
90,9,HS-grad
90,9,HS-grad
90,9,HS-grad
90,9,HS-grad
90,9,HS-grad
90,9,HS-grad
90,9,HS-grad
90,9,HS-grad
90,9,HS-grad
90,7,11th
90,7,11th
90,6,10th
90,5,9th
90,4,7th-8th
90,4,7th-8th
90,4,7th-8th
90,2,1st-4th
88,15,Prof-school
88,15,Prof-school
88,10,Some-college
87,9,HS-grad
86,14,Masters
85,13,Bachelors
85,9,HS-grad
85,9,HS-grad
84,14,Masters
84,13,Bachelors
84,11,Assoc-voc
84,10,Some-college
84,9,HS-grad
84,9,HS-grad
84,9,HS-grad
84,4,7th-8th
84,3,5th-6th
84,3,5th-6th
83,13,Bachelors
83,9,HS-grad
83,9,HS-grad
83,9,HS-grad
83,9,HS-grad
83,6,10th
82,11,Assoc-voc
82,10,Some-college
82,10,Some-college
82,9,HS-grad
82,9,HS-grad
82,9,HS-grad
82,9,HS-grad
81,15,Prof-school
82,6,10th
81,14,Masters
82,4,7th-8th
82,4,7th-8th
82,4,7th-8th
82,3,5th-6th
81,13,Bachelors
81,13,Bachelors
81,13,Bachelors
81,11,Assoc-voc
81,10,Some-college
81,10,Some-college
81,10,Some-college
80,16,Doctorate
81,9,HS-grad
81,9,HS-grad
81,9,HS-grad
81,9,HS-grad
81,9,HS-grad
80,15,Prof-school
80,15,Prof-school
81,6,10th
80,14,Masters
81,5,9th
81,4,7th-8th
81,2,1st-4th
81,2,1st-4th
81,2,1st-4th
80,12,Assoc-acdm
80,11,Assoc-voc
80,10,Some-college
80,10,Some-college
79,16,Doctorate
79,16,Doctorate
79,16,Doctorate
80,9,HS-grad
80,9,HS-grad
80,9,HS-grad
80,9,HS-grad
80,9,HS-grad
80,9,HS-grad
80,9,HS-grad
80,9,HS-grad
80,9,HS-grad
79,15,Prof-school
80,7,11th
79,14,Masters
80,4,7th-8th
80,4,7th-8th
80,4,7th-8th
80,4,7th-8th
79,13,Bachelors
79,13,Bachelors
79,12,Assoc-acdm
79,11,Assoc-voc
79,10,Some-college
79,10,Some-college
79,9,HS-grad
79,9,HS-grad
79,9,HS-grad
79,9,HS-grad
79,9,HS-grad
79,9,HS-grad
79,9,HS-grad
79,8,12th
79,7,11th
78,14,Masters
78,14,Masters
79,4,7th-8th
79,4,7th-8th
78,13,Bachelors
78,13,Bachelors
78,13,Bachelors
78,13,Bachelors
78,13,Bachelors
78,12,Assoc-acdm
77,16,Doctorate
78,10,Some-college
78,9,HS-grad
78,9,HS-grad
78,9,HS-grad
78,9,HS-grad
78,9,HS-grad
78,9,HS-grad
77,15,Prof-school
78,7,11th
77,14,Masters
77,14,Masters
77,14,Masters
78,4,7th-8th
78,4,7th-8th
78,4,7th-8th
78,4,7th-8th
78,4,7th-8th
78,4,7th-8th
77,13,Bachelors
77,13,Bachelors
77,13,Bachelors
78,3,5th-6th
77,11,Assoc-voc
77,10,Some-college
77,10,Some-college
77,10,Some-college
77,10,Some-college
77,10,Some-college
77,10,Some-college
77,10,Some-college
77,9,HS-grad
77,9,HS-grad
77,9,HS-grad
77,9,HS-grad
77,9,HS-grad
77,9,HS-grad
77,9,HS-grad
76,15,Prof-school
76,14,Masters
76,14,Masters
76,14,Masters
76,14,Masters
77,5,9th
77,5,9th
76,13,Bachelors
76,13,Bachelors
76,13,Bachelors
76,13,Bachelors
76,13,Bachelors
77,4,7th-8th
77,4,7th-8th
77,4,7th-8th
77,3,5th-6th
75,16,Doctorate
75,16,Doctorate
75,16,Doctorate
76,10,Some-college
76,10,Some-college
76,10,Some-college
76,10,Some-college
76,10,Some-college
76,10,Some-college
76,10,Some-college
76,9,HS-grad
76,9,HS-grad
76,9,HS-grad
76,9,HS-grad
76,9,HS-grad
76,9,HS-grad
76,9,HS-grad
76,9,HS-grad
76,9,HS-grad
76,9,HS-grad
76,9,HS-grad
76,9,HS-grad
75,15,Prof-school
75,15,Prof-school
76,7,11th
75,14,Masters
75,14,Masters
75,14,Masters
76,6,10th
76,6,10th
76,6,10th
76,5,9th
76,5,9th
76,5,9th
76,5,9th
75,13,Bachelors
75,13,Bachelors
75,13,Bachelors
75,13,Bachelors
75,13,Bachelors
76,4,7th-8th
76,4,7th-8th
76,4,7th-8th
76,4,7th-8th
76,4,7th-8th
76,4,7th-8th
76,4,7th-8th
76,3,5th-6th
76,3,5th-6th
75,11,Assoc-voc
75,11,Assoc-voc
74,16,Doctorate
74,16,Doctorate
75,10,Some-college
75,10,Some-college
75,10,Some-college
75,10,Some-college
75,10,Some-college
75,10,Some-college
75,10,Some-college
75,10,Some-college
75,9,HS-grad
75,9,HS-grad
75,9,HS-grad
75,9,HS-grad
75,9,HS-grad
75,9,HS-grad
75,9,HS-grad
75,9,HS-grad
75,9,HS-grad
75,9,HS-grad
75,9,HS-grad
75,9,HS-grad
75,9,HS-grad
74,15,Prof-school
74,15,Prof-school
74,15,Prof-school
75,7,11th
75,7,11th
74,14,Masters
75,6,10th
75,6,10th
75,5,9th
74,13,Bachelors
74,13,Bachelors
74,13,Bachelors
74,13,Bachelors
74,13,Bachelors
75,3,5th-6th
75,3,5th-6th
75,2,1st-4th
75,1,Preschool
74,12,Assoc-acdm
74,10,Some-college
74,10,Some-college
74,10,Some-college
74,10,Some-college
74,10,Some-college
74,10,Some-college
74,10,Some-college
74,10,Some-college
74,10,Some-college
74,10,Some-college
74,10,Some-college
74,9,HS-grad
74,9,HS-grad
74,9,HS-grad
74,9,HS-grad
74,9,HS-grad
74,9,HS-grad
74,9,HS-grad
74,9,HS-grad
74,9,HS-grad
74,9,HS-grad
74,9,HS-grad
74,9,HS-grad
74,9,HS-grad
74,9,HS-grad
74,9,HS-grad
73,15,Prof-school
73,14,Masters
74,6,10th
74,6,10th
74,6,10th
74,6,10th
74,5,9th
74,5,9th
73,13,Bachelors
73,13,Bachelors
73,13,Bachelors
73,13,Bachelors
73,13,Bachelors
73,13,Bachelors
73,13,Bachelors
73,13,Bachelors
73,13,Bachelors
74,4,7th-8th
74,4,7th-8th
74,3,5th-6th
74,3,5th-6th
74,2,1st-4th
74,2,1st-4th
74,2,1st-4th
73,11,Assoc-voc
73,11,Assoc-voc
72,16,Doctorate
72,16,Doctorate
72,16,Doctorate
72,16,Doctorate
73,10,Some-college
73,10,Some-college
73,10,Some-college
73,10,Some-college
73,10,Some-college
73,10,Some-college
73,10,Some-college
73,9,HS-grad
73,9,HS-grad
73,9,HS-grad
73,9,HS-grad
73,9,HS-grad
73,9,HS-grad
73,9,HS-grad
73,9,HS-grad
73,9,HS-grad
73,9,HS-grad
73,9,HS-grad
73,9,HS-grad
73,9,HS-grad
73,9,HS-grad
73,9,HS-grad
73,9,HS-grad
73,9,HS-grad
73,9,HS-grad
73,9,HS-grad
73,9,HS-grad
73,9,HS-grad
73,9,HS-grad
73,9,HS-grad
73,9,HS-grad
73,9,HS-grad
72,15,Prof-school
72,15,Prof-school
72,15,Prof-school
73,8,12th
72,14,Masters
73,7,11th
73,7,11th
73,7,11th
73,7,11th
73,6,10th
73,6,10th
73,6,10th
73,5,9th
72,13,Bachelors
72,13,Bachelors
72,13,Bachelors
72,13,Bachelors
72,13,Bachelors
73,4,7th-8th
73,4,7th-8th
73,4,7th-8th
73,4,7th-8th
73,4,7th-8th
73,4,7th-8th
73,3,5th-6th
73,3,5th-6th
73,2,1st-4th
73,2,1st-4th
72,12,Assoc-acdm
72,11,Assoc-voc
72,11,Assoc-voc
72,11,Assoc-voc
71,16,Doctorate
72,10,Some-college
72,10,Some-college
72,10,Some-college
72,10,Some-college
72,10,Some-college
72,10,Some-college
72,10,Some-college
72,10,Some-college
72,10,Some-college
72,10,Some-college
72,10,Some-college
72,10,Some-college
71,15,Prof-school
71,15,Prof-school
71,15,Prof-school
71,15,Prof-school
72,9,HS-grad
72,9,HS-grad
72,9,HS-grad
72,9,HS-grad
72,9,HS-grad
72,9,HS-grad
72,9,HS-grad
72,9,HS-grad
72,9,HS-grad
72,9,HS-grad
72,9,HS-grad
72,9,HS-grad
72,9,HS-grad
72,9,HS-grad
72,9,HS-grad
72,9,HS-grad
72,9,HS-grad
72,9,HS-grad
72,9,HS-grad
72,9,HS-grad
72,9,HS-grad
72,9,HS-grad
71,14,Masters
71,14,Masters
71,14,Masters
71,14,Masters
71,14,Masters
71,14,Masters
72,7,11th
72,7,11th
72,7,11th
72,7,11th
72,7,11th
72,6,10th
72,6,10th
72,6,10th
72,6,10th
71,13,Bachelors
71,13,Bachelors
71,13,Bachelors
71,13,Bachelors
71,13,Bachelors
71,13,Bachelors
71,13,Bachelors
72,5,9th
72,5,9th
72,4,7th-8th
72,4,7th-8th
72,4,7th-8th
72,3,5th-6th
72,2,1st-4th
71,12,Assoc-acdm
71,11,Assoc-voc
71,11,Assoc-voc
70,16,Doctorate
70,16,Doctorate
71,10,Some-college
71,10,Some-college
71,10,Some-college
71,10,Some-college
71,10,Some-college
71,10,Some-college
71,10,Some-college
71,10,Some-college
71,10,Some-college
71,10,Some-college
70,15,Prof-school
70,15,Prof-school
71,9,HS-grad
71,9,HS-grad
71,9,HS-grad
71,9,HS-grad
71,9,HS-grad
71,9,HS-grad
71,9,HS-grad
71,9,HS-grad
71,9,HS-grad
71,9,HS-grad
71,9,HS-grad
71,9,HS-grad
71,9,HS-grad
71,9,HS-grad
71,9,HS-grad
71,9,HS-grad
71,9,HS-grad
71,9,HS-grad
71,9,HS-grad
71,9,HS-grad
71,9,HS-grad
71,9,HS-grad
71,9,HS-grad
71,9,HS-grad
71,8,12th
70,14,Masters
70,14,Masters
70,14,Masters
70,14,Masters
70,14,Masters
71,7,11th
71,6,10th
71,6,10th
70,13,Bachelors
70,13,Bachelors
70,13,Bachelors
70,13,Bachelors
70,13,Bachelors
70,13,Bachelors
70,13,Bachelors
70,13,Bachelors
70,13,Bachelors
70,13,Bachelors
70,13,Bachelors
70,13,Bachelors
70,13,Bachelors
70,13,Bachelors
71,5,9th
71,5,9th
71,5,9th
71,4,7th-8th
71,4,7th-8th
71,4,7th-8th
71,4,7th-8th
71,4,7th-8th
71,4,7th-8th
71,3,5th-6th
71,3,5th-6th
71,2,1st-4th
71,1,Preschool
70,11,Assoc-voc
70,11,Assoc-voc
70,11,Assoc-voc
70,11,Assoc-voc
69,16,Doctorate
69,16,Doctorate
69,16,Doctorate
70,10,Some-college
70,10,Some-college
70,10,Some-college
70,10,Some-college
70,10,Some-college
70,10,Some-college
70,10,Some-college
70,10,Some-college
70,10,Some-college
70,10,Some-college
70,10,Some-college
70,10,Some-college
70,10,Some-college
70,10,Some-college
70,10,Some-college
70,10,Some-college
70,10,Some-college
70,10,Some-college
70,10,Some-college
70,10,Some-college
70,10,Some-college
69,15,Prof-school
69,15,Prof-school
69,15,Prof-school
69,15,Prof-school
69,15,Prof-school
70,9,HS-grad
70,9,HS-grad
70,9,HS-grad
70,9,HS-grad
70,9,HS-grad
70,9,HS-grad
70,9,HS-grad
70,9,HS-grad
70,9,HS-grad
70,9,HS-grad
70,9,HS-grad
70,9,HS-grad
70,9,HS-grad
70,9,HS-grad
70,9,HS-grad
70,9,HS-grad
70,9,HS-grad
70,9,HS-grad
70,9,HS-grad
70,9,HS-grad
70,9,HS-grad
70,9,HS-grad
70,9,HS-grad
70,9,HS-grad
70,9,HS-grad
70,9,HS-grad
70,9,HS-grad
70,9,HS-grad
69,14,Masters
69,14,Masters
69,14,Masters
70,7,11th
70,6,10th
70,6,10th
70,6,10th
69,13,Bachelors
69,13,Bachelors
69,13,Bachelors
69,13,Bachelors
69,13,Bachelors
69,13,Bachelors
69,13,Bachelors
69,13,Bachelors
69,13,Bachelors
69,13,Bachelors
69,13,Bachelors
69,13,Bachelors
69,13,Bachelors
70,5,9th
70,5,9th
